"author","reviewBody","reviewRating","ratingMaxvalue","reviewTags","dateCreated","images","reviewUrl","reviewSource","orginalText","name","reviewCount","aggregateRating","address","place_id","input","businessUrl"
"Vicky Huang","The original home temperature brand was changed to Xiaotangwu, and the menu was slightly adjusted, but the taste remained the same. This time, I ordered the large salad of the new menu. The pepper and sesame sauce is slightly numb and slightly spicy. There are frozen soups that can be ordered every month, and you can also drink their soups simply by heating them at home. Big push!","5.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipNszB8-4-MctuTCewS0j69J3yHzeTw5Ed4gt0xV","https://www.google.com/maps/contrib/102103465339281068765/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtfbpp7v5AhUcLEQIHRuaBHsQvfQBegUIARCGAg","www.google.com","原本的家溫度品牌更換為小湯烏，菜單略有調整，但美味不變。這次點新菜單的大沙拉，椒麻醬微微麻微微辣，份量十足，有蛋白質有蔬菜，可單點可配套餐。每月有冷凍湯品可以訂購，在家簡單加熱也可以喝到他們的湯品，大推！","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"紀元豪","","5.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipPhTdJXMynuxHVuFMfTEP3VWGoLxaMJMVr_FW40 | https://lh5.googleusercontent.com/p/AF1QipOjiB8lPIHWgHc5iCx5E-OMMWuN6-TL0VOWahlJ","https://www.google.com/maps/contrib/115000145604200340600/reviews?hl=en-US&sa=X&ved=2ahUKEwjSi-Tsp7v5AhX-LEQIHTaDBIoQvfQBegQIARBg","www.google.com","","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Uham","The curry is delicious, and I feel that it is the result of careful cooking. Although the overall portion of the fried oysters is relatively small, the outer layer is crispy and the taste is bursting when you bite into it. The downside is that it is also very hot inside, because it is too hot, I can't even finish the miso soup. Will want to choose to visit again in winter.","5.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipMoGb6crrx_N43G1TTFPOFJt4xUmISOHgewcmY1","https://www.google.com/maps/contrib/113263845094334628817/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegUIARDZAQ","www.google.com","咖喱很美味，感受得出是用心熬煮的成果；炸牡蠣雖然整體份量比較小，但也是外層酥脆、咬開有爆汁的口感。缺點是室內也很悶熱，因為太熱，連滑菇味噌湯都沒能喝完。會想選擇在冬天再來二訪。","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"蘇志恩","Very delicious fried steak sandwich, the first time I want to give the store a review!","5.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipPVPPIj46IPqAxfQPd3jlhVHLV3rn6_bBgnuPVb","https://www.google.com/maps/contrib/111989022889355785883/reviews?hl=en-US&sa=X&ved=2ahUKEwjSi-Tsp7v5AhX-LEQIHTaDBIoQvfQBegQIARBH","www.google.com","非常美味的炸牛排三明治，第一次主動想要給店家評論！","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"RA TO","Just ordered bread, pumpkin puree and soup delivery It was amazing when it was delivered. The bread was freshly baked and delicious. Pumpkin soup feels good for the first time Pumpkin puree is cold do not eat The first time I was sick, I was so happy to be able to eat so smoothly It's no surprise that I will often order this delivery in the near future","5.0","5.0","","2 months ago","","https://www.google.com/maps/contrib/112782114182680462713/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegQIARAe","www.google.com","剛叫麵包南瓜泥跟湯外送 送來時蠻驚艷麵包是剛烤好又很香 南瓜湯頭一次喝的感覺很舒服 南瓜泥是冷的就沒吃 第一次生病還能吃這麼順暢很開心 沒意外近期會常常點這家外送","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Mika Wu (Mika wu)","The top is focaccia bread, the inner Q is not hard, just the softness I like The following is the French crispy bread, which is crispy on the outside and soft on the inside, which is also my favorite, but because the middle is very fluffy, it feels less portion. The two bowls of soup ordered today are Minced Pork with Tomatoes Vegetable Baby Soup (Cauliflower, Cheese and Dill Soup) - It's like a soup version of baby porridge. I thought I could eat cauliflower, but all kinds of vegetables were broken into the soup. This version is relatively light and not bad. drink Overall it was delicious and would like to come back for other kinds of soup","4.0","5.0","","3 months ago","https://lh5.googleusercontent.com/p/AF1QipPyf2HJFqin0aBA9TM5YR2kdsGoGd6Hlp8DoPuE | https://lh5.googleusercontent.com/p/AF1QipO5ys1Ohi3rdW0wRM-L97PP6cMDatmICyws7FCN","https://www.google.com/maps/contrib/111666641512272363967/reviews?hl=en-US&sa=X&ved=2ahUKEwi_v97rp7v5AhXTLEQIHZ5uDwEQvfQBegQIARB8","www.google.com","上面是佛卡夏麵包，內Q不硬剛好是我喜歡的軟硬度 下面是法式酥脆麵包，外酥內軟，也是我喜歡的，只是因為中間很蓬鬆所以吃起來感覺份量較少 今天點的兩碗湯是 番茄碎豬肉 蔬菜寶寶湯（綠花椰菜起司蒔蘿濃湯）-像是湯版的寶寶粥，原本以為可以吃到花椰菜，結果各種蔬菜都打碎在湯裡，此款相較之下比較清淡，也不錯喝 整體而言是好吃的，而且會想再來喝其他種類的湯","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Harvey Weg","Our curry is quite distinctive, and the basic sauce is chicken thigh sauce curry In the process of tasting the main food, you can eat a lot of chicken thigh pieces It's an unexpected bonus. The curry is mellow and rich, if you like spicy food, it is also recommended The decoration of the store is quite elegant, and the owner manages it carefully It is recommended for curry partners who want to be satisfied and want to taste exquisite curry.","5.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipP2zpEw7xHa0zJu74pDB-6jlofrrs-0NLjgJVeS","https://www.google.com/maps/contrib/109691679068134165231/reviews?hl=en-US&sa=X&ved=2ahUKEwjQ3pLrp7v5AhX4BEQIHXI8BlAQvfQBegUIARDTAQ","www.google.com","本家咖哩挺有特色，基礎醬料為雞腿肉醬咖哩 在品嚐主食的過程中能夠吃到挺多雞腿肉塊 算是意外的加分項目。 咖哩香醇濃郁，如果喜歡吃辣的朋友也很推薦 店面裝潢頗為雅緻，老闆經營用心 推薦給想要恰適飽足，又想品味精緻的咖哩夥伴。","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Carry Liu","The boss is very nice ㄌ! I finally got a delicious curry from Tainan!","5.0","5.0","","3 days ago","","https://www.google.com/maps/contrib/115540983776403230419/reviews?hl=en-US&sa=X&ved=2ahUKEwjWsKzqp7v5AhUoLkQIHdSqCgcQvfQBegUIARC9AQ","www.google.com","老闆非常Niceㄌ！從台南來終於吃到好吃咖哩ㄌ！","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"Tina He","Not much nonsense, it is very delicious 😋 It's a store that I will want to visit again in a while👍","5.0","5.0","","3 days ago","https://lh5.googleusercontent.com/p/AF1QipNK4kTK-9rzBkoV6lxVxOEJ1_YoejJJ16POPK8j | https://lh5.googleusercontent.com/p/AF1QipO54ahs3jSGSWM3Rn1tyLa6VKtFFOr4OkmTE-TY | https://lh5.googleusercontent.com/p/AF1QipPke_PbMRu7SwV3AyLGe3zkMn_ts1fWXbJTKWxf | https://lh5.googleusercontent.com/p/AF1QipM4LxVJPZ2Isr2QFnlh2IHL7vfdrzGO1ifXAHQe","https://www.google.com/maps/contrib/117873502933369250450/reviews?hl=en-US&sa=X&ved=2ahUKEwjhtoLqp7v5AhVZDkQIHZccAwEQvfQBegUIARDcAQ","www.google.com","廢話不多說，就是非常好吃😋 是ㄧ間會想再回訪的店家👍","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"葉俊佑","Dumplings are big and delicious","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/112731641717215288303/reviews?hl=en-US&sa=X&ved=2ahUKEwjrzuXqp7v5AhV_KEQIHVEWCJ0QvfQBegUIARC3AQ","www.google.com","水餃大顆又好吃","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"atnatea Tseng","*Dumplings are filled with filling, jokingly called - a little lion head wrapped in dough! *Dumpling meat filling is slightly woody, but it is dipped in lu-mei oily braised sauce, which balances the taste buds and makes it even more delicious! *The sauerkraut attached to the lo mei is crisp, sour, slightly sweet, and has a good taste. You may pass by nearby, call and book 20 minutes in advance, park the car, pay, take the food, go home and enjoy it easily, a great joy!","4.0","5.0","","a week ago","","https://www.google.com/maps/contrib/105963739788204716436/reviews?hl=en-US&sa=X&ved=2ahUKEwiO_a_rp7v5AhULEEQIHdsLA1gQvfQBegQIARBm","www.google.com","*水餃 內餡飽滿，戲稱-包了麵皮的小獅子頭! *水餃肉餡 雖略柴，沾滷味的油亮紅燒醬汁，平衡味蕾 更為好吃! *滷味 附的 酸菜，脆酸 微甜 口感佳。 可能經過附近，提前20分鐘打電話訂，一停車，付款，拿著美食，回家輕鬆享用，一大快哉!","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Dona Dona","I really like the atmosphere of a little wine cellar, I will accidentally drink a few more glasses 😅","4.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipPPR0cGTPV6AluT8SL96Hj87IYkrEHkyhDk9ylw | https://lh5.googleusercontent.com/p/AF1QipMnR9dCqQZvy8gzE9UCaJhK1AwKP-qgwBxSkeo3 | https://lh5.googleusercontent.com/p/AF1QipMC-BidHFMBtHi5Br-4dByt68-30EVciqRyiip1 | https://lh5.googleusercontent.com/p/AF1QipOiktcw6iZb4UhcsLtADj0iQIbqXRbOQLghPQPv | https://lh5.googleusercontent.com/p/AF1QipPOuDLANiShUx5HooqsMHk9syuHbHIlrJQlIrc8 | https://lh5.googleusercontent.com/p/AF1QipMhsECRV7I9Ha0vLO21gvqJWNrDjPKFZ9EPtmc_ | https://lh5.googleusercontent.com/p/AF1QipNp9nH1zB_a2LVIEJDYduvEkS6zwCHNFuhp4DHO | https://lh5.googleusercontent.com/p/AF1QipP66AO5xs9B3yI_fF1hfu-w4kXfCMbhJqW8PBY0 | https://lh5.googleusercontent.com/p/AF1QipNmbwEk4BnaUwIiu21V4lwomtsuoOZaw90a3wqh | https://lh5.googleusercontent.com/p/AF1QipOHlggwCXEYLYyMKC9s_yigarVP78JoRaCjSW02 | https://lh5.googleusercontent.com/p/AF1QipNu6frHcWDPjSvS8XcTdrBtuud0Ly94d2GRN6Km","https://www.google.com/maps/contrib/111547531708876518610/reviews?hl=en-US&sa=X&ved=2ahUKEwj52ofsp7v5AhX-KkQIHVh3AcMQvfQBegUIARC3AQ","www.google.com","很喜歡有點酒窖的氛圍，會不小心多喝幾杯😅","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Chia Ling Tsou","Rich and aromatic curry gravy, beef chunks are really soft to bite and fried mussels over egg mayo is fried just nice not greasy.","5.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipN_2H2-ZaTiubs7yGOWTSjbrbDh5v8teLwTkuOj","https://www.google.com/maps/contrib/105888269436513053963/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegQIARAC","www.google.com","","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"高昊哲","The food is delicious but the air-conditioning really needs to be improved Otherwise, it is delicious and the appetite is too hot to eat.","2.0","5.0","","2 weeks ago","","https://www.google.com/maps/contrib/116131696228812208767/reviews?hl=en-US&sa=X&ved=2ahUKEwi21Jnsp7v5AhV9LUQIHQCUBnsQvfQBegUIARCSAQ","www.google.com","東西好吃但冷氣真的真的真的需要改善 不然很好吃有食慾都熱到吃不下了","勝利洋食","874","4.8","Taiwan, Taipei City, Da’an District, Lane 161, Section 1, Dunhua S Rd, 8號","ChIJFUD2uM2rQjQRnjn-N2UsCbA","ChIJFUD2uM2rQjQRnjn-N2UsCbA","https://www.google.com/maps/place/?q=place_id:ChIJFUD2uM2rQjQRnjn-N2UsCbA"
"謝裕仁","To tell the truth, it is not very delicious, but the heroic big dumplings and Luwei can come and taste when you have the opportunity to pass by.","3.0","5.0","","6 days ago","https://lh5.googleusercontent.com/p/AF1QipPWZqF8kFD1AwdWpY0yQxhHv7dnGezTQ4TM3LJQ | https://lh5.googleusercontent.com/p/AF1QipOeQ2pSb8QcoR5Ilj0KB2xR9fTHSCLkR6yoL2UY | https://lh5.googleusercontent.com/p/AF1QipOrwmgvsCmpTCyJA9qFi4OY8rd7tHiJNR7hlyVf","https://www.google.com/maps/contrib/117090952373943835179/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegUIARCEAQ","www.google.com","說實在的沒有到非常好吃，但豪邁的大水餃及魯味有機會路過可以來嚐一嚐。","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Deus Lee","","5.0","5.0","","a week ago","","https://www.google.com/maps/contrib/107272663469173842329/reviews?hl=en-US&sa=X&ved=2ahUKEwiNkbvrp7v5AhW9D0QIHVSiCk8QvfQBegUIARDvAQ","www.google.com","","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Johnny Huang","","5.0","5.0","","5 days ago","","https://www.google.com/maps/contrib/102112739434418870897/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegQIARBB","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"Explorer Serious","","5.0","5.0","","6 days ago","","https://www.google.com/maps/contrib/106551884183541067142/reviews?hl=en-US&sa=X&ved=2ahUKEwi8nODqp7v5AhV9KkQIHcMfAW8QvfQBegUIARCdAQ","www.google.com","","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"noodles Super","Dumplings are good, but a little expensive, but big Braised cabbage is darker and has a heavier taste, it may depend on the individual Lots of people in line, long wait","4.0","5.0","","a day ago","","https://www.google.com/maps/contrib/104960538765426058796/reviews?hl=en-US&sa=X&ved=2ahUKEwjrjsrpp7v5AhWaKkQIHTvpDhQQvfQBegQIARBX","www.google.com","水餃還不錯吃 不過有點小貴 但很大顆 滷菜較黑 比較重口味 可能要看個人 排隊人潮蠻多 要等較久","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"黃詩婷（Claire）","Side dishes: Matsusaka pork and bitter gourd must order~ The side dishes/luwei are really delicious. I want to try it when I pass by. The big dumplings are delicious and big, I really feel full after eating 6 of them with side dishes👍 Four stars because the environment could have been cleaner. The ingredients are delicious, and I have visited many times:) If you care about the environment, you can take it out:)","4.0","5.0","","a week ago","https://lh5.googleusercontent.com/p/AF1QipPkClWCFL5DNGk4sEeEuNx4f67Y-Lcvb6HxAgSZ | https://lh5.googleusercontent.com/p/AF1QipPywCtQL3-cvj2L51nvjuRskMGEC7SDRBN03PMR | https://lh5.googleusercontent.com/p/AF1QipNBi5lWafr0Byfg7n65uAcAmH9w1vKBIX99BEVM | https://lh5.googleusercontent.com/p/AF1QipMtRbd9nVHqpN1AZ-ia38NPt3uj72kpm8nLSGwI | https://lh5.googleusercontent.com/p/AF1QipO7eGmGGwWzqbMtHLZz5dpsJFUIHsBO8yJQpGl6 | https://lh5.googleusercontent.com/p/AF1QipPmZdUGu1h3iarRR3kv00RX273d1GXKuIyhyn5e | https://lh5.googleusercontent.com/p/AF1QipNLoTez-ED6CJuODELRYFxYh9ywFKJ3Hw1DM9V0 | https://lh5.googleusercontent.com/p/AF1QipNF2lgHz2k9lp_SAbMmkibbin8WW3Lmyyt7LF3x | https://lh5.googleusercontent.com/p/AF1QipNQboQA6UHU3ztgp5cen-i1tXCEXE-zPN86bE5C | https://lh5.googleusercontent.com/p/AF1QipNZBk_rT37yDuqSFyJ4wjTmRuOnoOA2l4FRggZQ","https://www.google.com/maps/contrib/113562867983553695415/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegUIARCzAQ","www.google.com","小菜：松阪豬跟苦瓜必點～ 小菜/滷味真的好好吃，有路過要來嚐鮮一下。 大水餃好吃又大顆，真的吃6顆配上小菜就很飽了👍 給四顆星是因為環境可以再更乾淨一些。 食材好吃，已經回訪很多次了：）在意環境的，可以外帶：）","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"陳君璋","","3.0","5.0","","4 days ago","","https://www.google.com/maps/contrib/116063752041310053847/reviews?hl=en-US&sa=X&ved=2ahUKEwil_ozqp7v5AhUXKkQIHcI6AD0QvfQBegQIARAZ","www.google.com","","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"莊瑞麟","delicious","3.0","5.0","","5 days ago","","https://www.google.com/maps/contrib/111724188530137367088/reviews?hl=en-US&sa=X&ved=2ahUKEwi8nODqp7v5AhV9KkQIHcMfAW8QvfQBegQIARBk","www.google.com","不錯吃","Solo Pasta","11,161","4.6","No. 29-1, Section 1, Anhe Rd, Da’an District, Taipei City, Taiwan","ChIJwQPcmc-rQjQRtXDQA__PPwg","ChIJwQPcmc-rQjQRtXDQA__PPwg","https://www.google.com/maps/place/?q=place_id:ChIJwQPcmc-rQjQRtXDQA__PPwg"
"Thomas Huang","","3.0","5.0","","2 months ago","","https://www.google.com/maps/contrib/106241483791632290637/reviews?hl=en-US&sa=X&ved=2ahUKEwj_zYjrp7v5AhVeKEQIHRsCDxQQvfQBegUIARCtAQ","www.google.com","","Soup Stock Store","1,466","4.4","No. 3號, Lane 240, Guangfu S Rd, Da’an District, Taipei City, Taiwan","ChIJw__PrcerQjQRR68o5dQYYbg","ChIJw__PrcerQjQRR68o5dQYYbg","https://www.google.com/maps/place/?q=place_id:ChIJw__PrcerQjQRR68o5dQYYbg"
"Jason Yu","The most popular big dumplings and all kinds of lo-mei, in addition to selling pasta and soup. There will be a queue during meal times. The dumplings are one size larger than those sold by other stores, and there is only one kind of filling: minced pork + cabbage + chives; the filling is like a bun filling, which is quite elastic and firm, unlike ordinary dumpling fillings, you can use the dumplings here Imagine a bun with dumpling skin. Dine-in is 8.5 yuan, and a pack of 30 frozen dumplings is 240 yuan. There are about 20 kinds of lo mei items to choose from, such as dried tofu, kelp, beef, beef tendon, tripe, pig scalp, pig ears, pig nose...etc. The lo mei is placed at the door of the store. If you want to eat lo mei, you have to order it here. The store will burn it first, add Chaotian pepper and sauerkraut stalks, and then deliver it to your table. Luwei is delicious, and the result is that you want to eat everything. The amount of luwei at checkout often exceeds the amount of staple food (dumplings, pasta). The dry noodles are sweet and the taste is average. The pork liver of the pork liver soup is hard, and the soup is sweet, but it is quite smooth. The dining environment is old, the lighting is not very bright, and it is not comfortable. There are about three or four square tables on the first floor, and there are more than ten square and round tables on the second floor. The stairs upstairs are steep, be careful!","4.0","5.0","","2 days ago","https://lh5.googleusercontent.com/p/AF1QipNHif4fGoXCl4Z-pAjO6i8PFogQP0N4GhR4kaHU | https://lh5.googleusercontent.com/p/AF1QipMr3oAziNP9pJZuW73hCb8q2GcZtIYIhapxnfGA | https://lh5.googleusercontent.com/p/AF1QipOvSPpdFue9RQ72YQucyv76Sc8il5JLfvkZRDoT | https://lh5.googleusercontent.com/p/AF1QipM4RtT3YnmymbYYDbJATsUTqGuHBubpqAuE5Fcq | https://lh5.googleusercontent.com/p/AF1QipOwhoFkOcI-8ZPqLtVdRuanVEmINO1WWUHqv35E | https://lh5.googleusercontent.com/p/AF1QipNbaW9-qWG-K5t4p0I4tiO5Y9t-S7mNvP9JjNqA | https://lh5.googleusercontent.com/p/AF1QipOQKysaMubTZe9wks_23Edmxj7Y0vQgbZq16STy | https://lh5.googleusercontent.com/p/AF1QipOswYdkKDkTiN3DcwrAO7JLimfemn6zLmkt8ZPp","https://www.google.com/maps/contrib/115578761784727275882/reviews?hl=en-US&sa=X&ved=2ahUKEwjrjsrpp7v5AhWaKkQIHTvpDhQQvfQBegUIARC5AQ","www.google.com","最受歡迎的大水餃和各式滷味，此外也賣麵食和湯品。用餐時間需要排隊。 水餃比其他店家賣的大一號，只有一種餡：豬絞肉+高麗菜+韭菜; 內餡像是包子餡，頗有彈性而且較結實，不像是一般的水餃餡，可以將這裡的水餃想像是水餃皮的包子。 堂食一顆8.5元，外帶的冷凍水餃1包30顆240元。 滷味約有二十幾種品項可以選擇，豆干、海帶、牛肉、牛筋、牛肚、豬頭皮、豬耳朵、豬鼻子...等等。滷味擺放的位置在店門口，想吃滷味就要到這裡點，店家會先燙過，再加上朝天椒和酸菜梗後，送到你的餐桌。 滷味味美，結果是什麼都想吃，結帳時滷味的金額往往超出主食(水餃、麵食)的金額許多。 乾麵偏甜，味道一般。豬肝湯的豬肝偏硬，湯頭帶甜，不過蠻順口的。 用餐環境陳舊、燈光不是很明亮，稱不上舒適。一樓約有三、四張方桌，二樓則有總共超過十張的方桌和大圓桌。上樓的樓梯很陡，要小心！","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
"杜小月","The most powerful thing in the Great Northern Wilderness is the dumplings that are half the size of a fist and can be piled up into a small mountain of lo-mei 🤣 In addition to being quite confident in their food intake, girls are advised not to exceed 5 😉 I can't eat anything else 👍 Lots of off-street parking around! Fairly convenient.","4.0","5.0","","2 weeks ago","https://lh5.googleusercontent.com/p/AF1QipPBWLI9zbazLDS2pI7PWGYNIiPvP8rtW71zOqYT | https://lh5.googleusercontent.com/p/AF1QipO-8poclHL77lE9XP7ackzwHIXyFOoX7fpQEffq","https://www.google.com/maps/contrib/106904390079145919507/reviews?hl=en-US&sa=X&ved=2ahUKEwiO_a_rp7v5AhULEEQIHdsLA1gQvfQBegUIARDAAQ","www.google.com","南港北大荒最強大應該就屬半個拳頭大的水餃跟隨便點都能堆成小山的滷味🤣 女孩們除了對自己的食量相當具有信心，建議不要超過5顆😉 其他東西會吃不下👍 周邊的路外停車格很多！還算方便。","Nangang Beidahuang Dumpling Shop","7,351","3.8","No. 201, Section 1, Nangang Rd, Nangang District, Taipei City, Taiwan","ChIJv4dK1lirQjQRTurkPAZOiqA","ChIJv4dK1lirQjQRTurkPAZOiqA","https://www.google.com/maps/place/?q=place_id:ChIJv4dK1lirQjQRTurkPAZOiqA"
